;div;h1;h2;h3;h4;h5;h6;img;form;fieldset;legend;label;input;labelsAssociados;script;article;section;nav;footer;video;audio;object;applet;table;tr;th;td;caption;style;links;ul;ol;li;dl;dt;dd;alt;roles.alert;roles.alertdialog;roles.application;roles.article;roles.banner;roles.button;roles.checkbox;roles.columnheader;roles.combobox;roles.complementary;roles.contentinfo;roles.definition;roles.dialog;roles.directory;roles.document;roles.form;roles.grid;roles.gridcell;roles.group;roles.heading;roles.img;roles.link;roles.listbox;roles.listitem;roles.log;roles.main;roles.marquee;roles.math;roles.menu;roles.menubar;roles.menuitem;roles.menuitemcheckbox;roles.menuitemradio;roles.navigation;roles.note;roles.option;roles.presentation;roles.progressbar;roles.radio;roles.radiogroup;roles.region;roles.row;roles.rowgroup;roles.rowheader;roles.scrollbar;roles.search;roles.separator;roles.slider;roles.spinbutton;roles.status;roles.tab;roles.tablist;roles.tabpanel;roles.textbox;roles.timer;roles.toolbar;roles.tooltip;roles.tree;roles.treegrid;roles.treeitem;arialabel;arialabelledby;ariadescribedby
;282;1;0;0;0;0;0;123;6;0;0;4;23;4;23;0;0;0;0;0;0;0;0;18;41;3;110;0;2;0;1;0;4;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;392;1;0;0;0;0;0;55;4;0;0;0;16;0;24;0;0;0;0;0;0;0;0;5;11;3;39;0;2;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;316;1;2;0;0;0;0;68;4;0;0;0;23;0;28;0;0;0;0;0;0;0;0;6;13;3;45;0;3;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;366;0;0;0;0;0;0;33;4;0;0;0;12;0;23;0;0;0;0;0;0;0;0;5;12;5;39;0;3;0;1;0;2;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;405;0;0;0;0;0;0;40;4;0;0;0;12;0;22;0;0;0;0;0;0;0;0;5;12;5;41;0;3;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;446;0;1;2;0;0;0;93;3;0;0;0;9;0;22;0;0;0;0;0;0;0;0;4;6;0;16;0;2;0;28;0;38;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;362;0;0;4;0;0;0;128;4;0;0;0;11;0;24;0;0;0;0;0;0;0;0;4;6;0;16;0;2;0;8;2;30;0;0;0;128;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;365;0;11;5;0;0;0;179;4;0;0;1;17;1;27;0;0;0;0;0;0;0;0;4;6;0;16;0;1;0;11;2;35;0;0;0;179;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;291;0;3;33;29;0;0;223;3;0;0;2;13;1;20;0;0;0;0;0;0;0;0;6;9;0;20;0;3;0;11;2;83;0;0;0;223;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;305;0;3;3;22;0;0;150;3;0;0;2;12;1;27;0;0;0;0;0;0;0;0;4;7;0;18;0;2;0;10;2;56;0;0;0;150;4;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;241;0;17;3;0;0;0;144;3;0;0;2;9;1;27;0;0;0;0;0;0;0;0;4;7;0;18;0;3;0;7;0;32;0;0;0;144;2;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;246;0;17;2;0;0;0;157;3;0;0;2;9;1;27;0;0;0;0;0;0;0;0;4;7;0;18;0;2;0;8;0;35;0;0;0;157;4;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;334;0;5;46;0;0;0;208;3;0;0;1;7;1;38;0;0;0;0;0;0;0;0;3;6;0;16;0;1;0;62;0;223;0;0;0;208;1;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0
;476;0;10;52;0;0;0;249;3;0;0;1;7;1;33;0;0;0;0;0;0;0;0;3;6;0;16;0;1;0;68;0;242;0;0;0;249;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
;1477;0;16;178;0;0;0;205;3;0;0;1;7;1;26;0;0;0;0;0;0;0;0;3;6;0;16;0;2;0;372;18;932;0;0;0;205;0;0;0;0;0;174;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;174
;716;0;8;77;0;0;0;96;3;0;0;0;7;0;29;0;0;0;0;0;0;0;0;3;6;0;16;0;2;0;162;10;413;0;0;0;96;1;0;0;0;0;73;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;73
YAHOO;7;0;0;0;0;0;0;22;3;0;0;2;9;1;31;0;0;0;0;0;0;0;0;88;105;0;171;0;2;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;24;3;0;0;2;9;1;17;0;0;0;0;0;0;0;0;101;125;0;198;0;2;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;22;4;0;0;2;11;1;35;0;0;0;0;0;0;0;0;103;123;0;195;0;4;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;31;44;0;80;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;43;0;74;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;43;0;74;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;44;0;75;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;44;0;75;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;44;0;75;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;7;0;0;0;0;0;0;6;2;0;0;0;9;0;6;0;0;0;0;0;0;0;0;29;44;0;75;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;225;1;13;6;3;0;0;16;3;1;1;1;11;1;42;0;0;0;0;0;0;0;0;3;6;0;16;0;7;0;19;6;130;1;3;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;62;0
;215;1;14;4;1;0;0;16;3;1;1;2;11;2;22;0;0;0;0;0;0;0;0;3;6;0;16;0;4;0;18;5;124;1;3;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;18;0
;234;1;15;3;1;0;0;18;4;1;1;3;13;3;21;0;0;0;0;0;0;0;0;3;6;0;16;0;4;0;20;5;130;1;3;0;18;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;21;0
;319;1;19;3;7;0;0;35;7;2;2;7;20;7;21;0;0;0;0;0;0;0;0;3;6;0;16;0;5;0;33;6;186;1;4;0;35;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;24;0
;343;1;19;3;7;0;0;70;6;2;2;6;17;6;23;0;0;0;0;0;0;0;0;3;6;0;16;0;5;0;32;6;190;1;4;0;70;0;1;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;24;0
;334;1;18;3;8;0;0;67;5;2;2;6;16;6;23;0;0;0;0;0;0;0;0;3;6;0;16;0;4;0;29;6;182;1;4;0;67;0;1;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;25;0
;331;1;9;39;10;0;0;60;5;1;1;4;17;4;29;0;0;0;0;0;0;0;0;3;6;0;16;0;3;0;47;2;211;1;3;6;60;0;0;0;0;0;16;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;8;0;0;0;0;9;21;0
;337;1;10;40;9;0;0;70;5;1;1;4;17;4;33;0;0;0;0;0;0;0;0;3;6;0;16;0;4;0;48;2;221;1;3;6;70;0;0;0;0;0;15;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;9;0;0;0;0;10;1;0
;417;1;11;47;7;0;0;77;5;1;1;4;17;4;31;0;0;0;0;0;0;0;0;3;6;0;16;0;5;0;57;3;283;1;3;6;77;0;0;0;0;0;15;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;0;0;11;1;0
;415;1;11;44;9;0;0;67;5;1;1;4;18;4;20;0;0;0;0;0;0;0;0;3;6;0;16;0;5;0;54;4;274;1;3;6;67;0;0;0;0;0;14;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;0;0;10;0;0
;426;1;11;44;6;0;0;63;5;1;1;4;18;4;23;0;0;0;0;0;0;0;0;3;6;0;16;0;5;0;51;4;245;1;3;6;63;0;0;0;0;0;14;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;0;0;10;0;0
WIKIPEDIA;57;1;0;7;0;5;0;19;2;0;0;1;7;1;9;0;0;0;0;0;0;0;0;5;9;0;34;0;3;0;8;0;33;3;3;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;85;1;0;7;0;5;0;18;2;0;0;1;7;1;10;0;0;0;0;0;0;0;0;5;9;0;34;0;3;0;7;0;35;3;3;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;94;1;8;1;0;5;0;19;2;0;0;1;7;1;11;0;0;0;0;0;0;0;0;13;23;5;34;0;3;0;15;0;59;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;69;1;8;1;0;6;0;20;2;0;0;1;7;1;12;0;0;0;0;0;0;0;0;14;26;5;52;0;3;0;16;0;93;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;66;1;8;1;0;7;0;20;2;0;0;1;7;1;13;0;0;0;0;0;0;0;0;14;26;5;52;0;3;0;19;0;103;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;66;1;8;1;0;7;0;20;2;0;0;1;7;1;18;0;0;0;0;0;0;0;0;14;26;5;52;0;3;0;18;0;108;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;67;1;8;1;0;7;0;20;2;0;0;1;7;1;15;0;0;0;0;0;0;0;0;14;27;5;53;0;3;0;18;0;116;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;87;1;8;1;0;7;0;20;2;0;0;1;7;1;17;0;0;0;0;0;0;0;0;14;26;5;53;0;5;0;18;0;122;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;75;1;8;1;0;7;0;21;2;0;0;1;8;1;17;0;0;0;0;0;0;0;0;13;25;5;52;0;3;0;18;0;122;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;74;1;8;1;0;7;0;22;2;0;0;1;8;1;21;0;0;0;0;0;0;0;0;13;25;5;52;0;4;0;15;0;110;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;78;1;8;1;0;11;0;20;2;0;0;2;6;2;22;0;0;0;0;0;0;0;0;12;24;5;50;0;3;0;21;0;113;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;73;1;8;0;0;11;0;21;2;0;0;1;6;1;22;0;0;0;0;0;0;0;0;12;25;5;50;0;1;0;21;0;114;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;72;1;8;0;0;11;0;20;2;0;0;1;6;1;21;0;0;0;0;0;0;0;0;12;24;5;50;0;4;0;21;0;111;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;71;1;8;0;0;11;0;21;2;0;0;1;6;1;17;0;0;0;0;0;0;0;0;12;24;5;50;0;2;0;22;0;113;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;75;1;9;0;1;11;0;22;2;0;0;1;6;1;17;0;0;0;0;0;0;0;0;14;27;6;52;0;3;0;22;0;122;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;71;1;9;12;0;0;0;20;2;0;0;1;6;1;18;0;0;0;0;0;0;0;0;12;24;5;50;0;3;0;22;0;117;0;0;0;20;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;80;1;10;12;0;0;0;25;2;0;0;1;6;1;17;0;0;0;0;0;1;0;0;15;29;0;65;0;3;0;25;0;158;0;0;0;25;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;75;1;9;12;0;0;0;24;2;0;0;1;6;1;16;0;0;0;0;0;0;0;0;12;25;0;61;0;3;0;25;0;164;0;0;0;24;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
;73;1;9;12;0;0;0;23;2;0;0;1;8;1;16;0;0;0;0;0;0;0;0;12;26;0;61;0;3;0;25;0;169;0;0;0;23;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
;74;1;9;11;0;0;0;23;2;0;0;1;8;1;17;0;0;0;0;0;0;0;0;12;26;0;61;0;2;0;25;0;164;0;0;0;23;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
;82;1;10;11;0;0;0;24;2;0;0;1;8;1;18;0;0;0;0;0;0;0;0;14;28;0;64;0;2;0;42;0;204;0;0;0;24;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
TWITTER;17;1;1;3;0;0;0;13;2;1;0;3;8;1;14;0;0;0;0;0;0;1;0;4;9;0;25;0;1;0;3;0;15;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;17;1;1;3;0;0;0;13;2;1;0;3;8;1;14;0;0;0;0;0;0;1;0;4;9;0;25;0;1;0;3;0;15;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;16;1;1;3;0;0;0;24;2;1;0;3;8;1;9;0;0;0;0;0;0;0;0;4;15;0;34;0;2;0;3;0;23;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;15;1;1;1;0;0;0;7;2;1;1;3;8;3;12;0;0;0;0;0;0;0;0;3;6;0;16;0;2;0;4;0;19;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;15;1;1;1;0;0;0;7;3;1;1;3;9;3;12;0;0;0;0;0;0;0;0;3;6;0;16;0;4;0;4;0;20;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;33;1;1;1;0;0;0;7;3;1;1;3;9;3;17;0;0;0;0;0;0;0;0;3;6;0;16;0;2;0;4;0;21;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;17;0;1;1;0;0;0;7;3;1;1;3;10;3;16;0;0;0;0;0;0;0;0;3;6;0;16;0;2;0;4;0;22;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;34;1;3;2;0;0;0;8;4;1;0;5;14;5;15;0;0;0;0;0;0;0;0;3;6;0;16;0;1;0;7;2;68;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
